article_id,char_count,word_count,paragraph_count,noun_count,verb_count,adj_count,adv_count,pron_count
4593,2533,405,20,205,81,72,12,8
4594,1001,159,7,78,34,23,9,3
4595,1901,296,15,164,57,33,14,0
4596,1160,189,9,92,42,35,12,2
4597,3172,499,18,244,113,82,26,2
4598,2945,381,1,197,61,77,19,0
4599,3358,489,23,247,88,111,17,1
46,9139,1510,38,800,261,287,48,2
460,1988,320,17,163,66,55,16,1
4600,97,17,1,10,3,3,0,0
4601,951,162,7,82,36,30,8,2
4602,1825,279,9,126,38,61,20,0
4603,970,165,11,74,27,35,3,0
4604,501,71,4,40,14,8,0,3
4605,2653,430,13,196,94,75,31,1
4606,100,18,1,9,5,1,0,0
4607,1298,168,4,98,27,34,5,0
4608,611,92,6,49,20,13,0,0
4609,6188,946,40,389,221,205,91,1
461,393,62,4,30,12,11,1,1
4610,334,47,1,23,13,8,1,0
4611,324,57,4,33,9,9,1,0
4612,1553,240,7,116,51,46,18,0
4613,1367,207,9,103,33,41,5,1
4614,889,145,5,71,36,17,6,1
4615,3755,632,26,324,123,108,26,2
4616,271,56,2,31,4,7,1,0
4617,1092,171,7,84,29,40,10,0
4618,3652,548,17,268,105,100,32,1
4619,508,88,6,36,15,21,5,0
462,826,141,5,59,26,35,3,1
4620,471,72,5,36,11,16,0,0
4621,1160,189,9,92,42,35,12,2
4622,265,44,2,21,3,10,1,0
4623,2433,385,14,183,83,70,10,5
4624,2489,388,22,190,83,57,17,1
4625,1232,186,14,85,38,43,5,1
4626,2974,474,17,228,110,75,18,5
4627,2621,445,17,196,96,67,23,8
4628,88,14,1,8,4,2,0,0
4629,2615,448,20,235,88,66,17,0
463,1340,206,12,104,36,38,6,2
4630,325,47,2,25,10,10,1,0
4631,1611,252,7,119,39,53,12,2
4632,170,22,1,10,3,8,0,0
4633,1598,254,7,115,40,47,16,0
4634,1160,188,10,90,44,27,9,3
4635,6225,915,65,444,196,160,39,0
4636,6225,915,65,444,196,160,39,0
4637,2183,357,13,189,60,43,5,0
4638,685,104,8,50,21,20,4,0
4639,2104,316,12,151,58,73,16,3
464,2600,393,14,169,97,70,25,0
4640,611,97,5,50,23,15,4,0
4641,2065,339,18,166,64,57,21,1
4642,3032,474,4,250,85,80,17,1
4643,1097,198,10,87,41,34,10,6
4644,1307,214,10,107,51,33,6,4
4645,516,80,4,35,12,24,2,1
4646,396,64,4,32,9,14,0,0
4647,635,107,3,58,21,18,3,0
4648,2126,352,21,162,75,58,16,0
4649,2158,370,17,176,52,67,7,3
465,1538,251,13,124,51,42,6,2
4650,1818,298,15,137,54,51,11,5
4651,670,116,6,43,37,18,7,2
4652,970,162,9,81,28,22,4,2
4653,516,80,4,35,12,24,2,1
4654,1888,306,9,118,73,56,19,0
4655,881,146,6,65,38,22,10,2
4656,528,80,5,42,14,11,0,0
4657,771,118,11,66,25,19,4,0
4658,85,14,1,8,3,2,1,0
4659,898,143,5,64,21,32,5,0
466,1666,258,11,127,58,36,10,2
4660,1539,245,14,106,55,48,10,4
4661,1292,213,10,97,32,47,9,0
4662,680,106,4,53,22,22,5,0
4663,425,74,19,44,5,15,2,0
4664,2621,445,17,196,96,67,23,8
4665,553,79,1,36,11,18,2,0
4666,869,132,9,54,34,25,6,0
4667,40,6,1,4,1,1,0,0
4668,573,86,7,41,21,14,5,0
4669,64,10,1,5,3,1,1,0
467,1022,174,12,79,43,20,11,1
4670,962,137,1,61,26,26,13,1
4671,325,47,2,25,10,10,1,0
4672,110,19,1,10,6,2,0,0
4673,106,17,2,10,4,2,0,0
4674,1820,294,15,130,77,46,12,2
4675,1220,201,9,95,46,30,8,3
4676,3652,548,17,268,105,100,32,1
4677,1856,285,13,145,46,51,19,3
4678,500,78,4,32,14,19,8,0
4679,4281,624,25,306,129,125,38,2
468,844,128,9,63,31,14,5,3
4680,500,78,4,32,14,19,8,0
4681,579,91,6,40,20,20,6,0
4682,2923,476,15,238,111,63,25,5
4683,644,98,5,46,23,11,2,1
4684,1075,157,8,66,29,29,7,0
4685,2289,349,18,154,83,81,16,0
4686,3002,438,18,222,88,67,24,2
4687,5000,875,22,400,140,127,47,0
4688,1204,197,8,88,38,44,7,1
4689,2663,396,12,186,99,66,21,2
469,14265,2513,96,1442,338,454,119,11
4690,396,64,4,32,9,14,0,0
4691,3607,558,33,271,135,104,25,0
4692,351,55,2,24,8,16,3,0
4693,1977,330,20,170,79,50,24,1
4694,984,154,11,81,28,28,9,2
4695,533,87,4,38,19,9,2,0
4696,3224,465,18,225,89,102,23,5
4697,88,14,1,8,4,2,0,0
4698,942,154,5,71,28,32,8,0
4699,2759,422,19,220,85,74,17,0
47,2609,417,21,197,86,80,28,0
470,1244,202,10,105,46,24,5,0
4700,833,121,9,62,33,16,6,1
4701,4568,708,33,339,171,120,37,0
4702,438,75,4,42,16,10,3,3
4704,3338,490,16,250,105,93,16,0
4705,431,69,3,33,13,9,4,0
4706,637,100,4,52,20,16,7,0
4707,525,86,5,42,21,10,3,2
4708,1160,189,9,92,42,35,12,2
4709,942,154,5,71,28,32,8,0
471,250,49,2,27,8,5,2,0
4710,431,68,5,34,12,10,0,0
4711,3994,637,3,309,108,113,28,0
4712,1112,191,8,88,28,33,3,1
4713,448,71,5,37,9,16,0,0
4714,3327,525,19,259,121,85,25,3
4715,2065,339,18,166,64,57,21,1
4716,1141,179,5,85,33,33,13,0
4717,1534,237,10,121,53,47,5,1
4718,685,104,8,50,21,20,4,0
4719,3413,518,26,229,107,116,26,17
4720,1106,178,7,85,49,27,9,2
4722,1374,192,11,91,52,27,4,0
4723,3437,573,23,261,123,103,25,6
4724,719,114,8,49,36,13,4,2
4725,88,15,1,8,4,0,2,0
4726,3224,465,18,225,89,102,23,5
4727,400,67,4,34,13,7,2,1
4728,3900,630,7,285,120,120,41,3
4729,1503,265,8,120,67,46,23,0
473,461,84,4,40,9,15,2,1
4730,848,135,7,69,25,22,6,0
4731,1444,233,16,132,48,38,6,0
4732,1048,161,10,76,34,28,10,5
4733,5581,749,2,372,159,139,25,3
4734,1346,208,10,100,45,41,13,1
4735,183,28,1,12,9,4,1,0
4736,1035,138,6,75,21,25,8,1
4737,1693,264,16,140,50,44,13,1
4738,525,86,5,42,21,10,3,2
4739,740,104,6,54,21,13,3,5
474,3319,523,26,247,124,87,33,1
4740,32,5,1,2,0,3,0,0
4741,742,121,10,67,15,28,3,1
4742,3183,500,18,235,111,81,17,2
4743,2102,337,18,161,64,68,9,3
4744,619,87,2,53,19,10,4,0
4745,3521,554,28,254,121,95,24,2
4746,3900,584,16,269,118,111,42,4
4747,549,85,4,39,18,16,5,0
4748,367,58,4,23,13,10,2,0
4749,3338,490,16,250,105,93,16,0
475,1873,285,8,132,55,45,18,1
4750,2787,417,13,207,102,66,22,0
4751,944,139,6,77,24,20,6,0
4752,1425,225,4,114,38,47,1,0
4753,1292,213,10,97,32,47,9,0
4754,1939,281,11,143,52,52,9,1
4755,2158,370,17,176,52,67,7,3
4757,3436,573,23,261,123,103,25,6
4758,1062,178,2,95,31,36,4,3
4759,20862,3225,149,1502,807,560,171,16
476,844,139,7,78,19,23,3,0
4760,376,54,3,26,12,11,5,0
4761,3679,553,5,273,130,89,41,0
4762,376,54,3,26,12,11,5,0
4763,3648,537,21,253,134,76,24,2
4765,2995,449,21,234,92,88,17,0
4766,225,39,3,25,4,6,1,0
4767,3026,470,29,203,114,81,28,4
4768,165,27,3,9,7,7,1,0
4769,146,23,3,16,4,2,0,0
477,2876,457,24,212,92,78,20,0
4770,2077,326,15,156,64,60,22,0
4771,3994,637,3,309,108,113,28,0
4772,431,68,3,31,11,11,1,1
4773,1502,234,14,104,44,49,13,0
4774,726,108,10,61,20,22,3,0
4775,980,165,10,83,34,28,8,2
4776,406,63,4,32,19,10,0,0
4777,2674,464,15,213,97,63,18,4
4778,1987,296,15,162,51,50,8,1
4779,1474,216,11,94,53,43,20,0
478,510,72,4,32,20,6,2,0
4780,151,19,2,10,5,4,0,0
4781,2325,348,17,160,87,67,16,0
4782,631,105,5,53,26,17,3,0
4783,2893,525,35,236,90,68,12,0
4784,1698,263,14,116,55,60,11,0
4785,1160,189,9,92,42,35,12,2
4786,346,53,2,24,14,9,0,1
4787,4364,665,36,332,147,110,31,3
4788,637,100,4,52,20,16,7,0
4789,1704,276,5,122,67,47,18,1
479,2019,351,2,152,75,60,32,1
4790,3277,516,19,254,117,84,26,2
4791,2596,440,9,186,83,97,50,1
4792,3900,630,7,285,120,120,41,3
4793,2325,348,17,160,87,67,16,0
4794,3487,540,10,266,94,77,20,0
4795,2085,333,11,168,67,55,15,2
4796,970,165,11,74,27,35,3,0
4798,1185,173,10,86,37,41,5,0
4799,289,51,6,29,8,5,3,0
48,1407,207,1,88,49,24,10,3
480,53,8,1,4,1,3,0,0
4800,1526,246,10,107,68,33,11,1
4801,970,162,9,81,28,22,4,2
4802,872,132,5,71,26,20,6,0
4803,728,121,5,59,32,12,7,2
4804,1329,199,10,86,36,43,10,0
4805,713,123,10,48,27,18,12,1
4806,4568,708,33,339,171,120,37,0
4807,748,119,7,63,22,25,2,0
4809,7598,1227,36,530,285,203,85,13
481,2515,395,14,174,72,90,24,4
4810,1539,245,14,106,55,48,10,4
4811,2662,437,14,222,94,73,20,1
4812,3438,574,23,263,122,103,25,6
4813,746,113,9,56,17,12,3,0
4814,1255,230,8,109,37,30,12,1
4815,835,121,6,56,28,27,4,3
4816,2663,396,12,186,99,66,21,2
4817,2524,411,17,213,90,67,19,1
4818,382,65,2,22,14,9,3,0
4819,1688,253,9,124,49,54,18,1
482,4065,668,13,327,122,110,40,4
4820,1273,205,12,105,36,37,5,0
4821,749,115,5,56,25,25,3,0
4822,3751,564,27,269,112,117,30,5
4823,1205,192,12,83,44,43,12,0
4824,910,131,6,67,34,20,7,1
4825,3764,535,15,266,119,96,25,1
4826,1534,237,10,121,53,47,5,1
4827,1011,167,12,83,33,33,5,6
4828,3506,568,23,242,112,126,38,0
4829,3554,544,29,267,116,104,32,9
483,5704,869,38,400,212,158,44,1
4830,2077,326,15,156,64,60,22,0
4831,1832,287,18,141,50,53,15,0
4832,969,155,9,73,26,31,8,0
4833,192,34,2,22,3,5,0,1
4834,1131,189,7,73,41,40,6,0
4835,3223,497,16,233,111,73,34,1
4836,382,65,2,22,14,9,3,0
4837,1768,295,16,123,54,66,19,5
4838,573,87,4,43,22,13,3,0
4839,2213,342,12,178,55,65,13,1
484,3091,463,18,209,109,70,20,8
4840,1833,296,19,138,53,54,14,8
4841,968,162,8,87,33,20,3,0
4842,1538,292,2,124,65,55,28,2
4843,2747,431,31,203,91,70,25,8
4844,204,31,1,11,6,9,1,1
4845,3672,585,29,259,131,109,31,1
4846,20862,3225,149,1502,807,560,171,16
4847,346,53,2,24,14,9,0,1
4848,2197,347,18,167,67,75,9,0
4849,831,131,5,60,31,16,9,0
485,9015,1425,30,701,290,218,74,3
4850,3607,558,33,271,135,104,25,0
4851,1408,223,8,95,40,45,11,6
4852,2814,438,11,211,79,68,19,0
4853,1131,189,7,73,41,40,6,0
4854,1820,282,11,137,64,50,15,2
4855,1287,209,7,91,53,37,11,1
4856,977,161,9,66,20,50,6,0
4857,1851,270,12,125,60,57,9,0
4858,1297,209,12,103,47,22,10,0
4859,1899,318,17,164,51,49,14,2
486,1584,260,11,120,61,39,12,0
4861,713,124,5,52,24,29,5,0
4862,528,81,6,42,12,12,5,0
4863,1494,237,15,100,50,46,8,5
4864,3521,554,28,254,121,95,24,2
4865,706,99,2,58,22,10,3,0
4866,1286,220,10,114,40,43,5,2
4867,265,44,2,21,3,10,1,0
4868,2377,365,9,171,77,60,16,4
4869,2923,476,15,238,111,63,25,5
487,1412,219,9,113,39,34,11,0
4870,4665,691,26,350,156,115,26,3
4871,7437,1136,35,511,259,216,68,3
4872,1963,286,10,142,58,68,3,3
4873,1445,231,12,107,55,33,15,0
4874,204,31,1,11,6,9,1,1
4876,3437,573,23,261,123,103,25,6
4877,324,57,4,33,9,9,1,0
4878,3436,573,23,261,123,103,25,6
4879,881,146,6,65,38,22,10,2
488,1626,259,21,130,67,34,7,0
4881,2647,400,17,199,85,75,19,5
4882,431,68,5,34,12,10,0,0
4883,906,143,3,81,26,30,1,0
4884,334,47,1,23,13,8,1,0
4885,273,46,4,25,6,8,4,0
4886,22602,3584,90,1826,751,509,89,7
4887,104,16,1,7,5,3,1,0
4888,746,113,9,56,17,12,3,0
4889,363,66,1,31,16,13,4,0
489,582,94,4,42,16,17,6,0
4890,237,36,2,17,6,6,5,0
4891,271,56,2,31,4,7,1,0
4892,3751,564,27,269,112,117,30,5
4893,1825,279,9,126,38,61,20,0
4894,1741,269,17,143,53,42,13,1
4895,233,32,2,21,7,3,0,0
4896,324,57,4,33,9,9,1,0
4897,438,75,4,42,16,10,3,3
4898,3291,528,18,271,125,66,28,1
4899,706,99,2,58,22,10,3,0
49,153,24,4,13,6,4,1,0
490,6968,985,10,436,202,228,60,3
4900,511,76,4,40,16,15,0,2
4901,351,55,2,24,8,16,3,0
4902,33,6,1,4,1,1,0,0
4903,367,58,4,23,13,10,2,0
4904,3866,623,28,303,126,100,21,3
4905,396,64,4,32,9,14,0,0
4906,962,137,1,61,26,26,13,1
4907,1534,237,10,121,53,47,5,1
4908,1049,161,7,79,34,20,13,1
4909,104,16,1,7,5,3,1,0
491,1184,173,11,88,47,19,7,0
4910,1605,262,12,126,51,38,13,0
4911,1832,287,18,141,50,53,15,0
4912,363,66,1,31,16,13,4,0
4913,1711,282,15,120,56,59,15,4
4914,541,96,5,38,24,13,7,1
4915,400,67,4,34,13,7,2,1
4916,2983,483,19,226,99,84,37,1
4917,2963,459,28,241,46,105,22,0
4918,271,56,2,31,4,7,1,0
4919,1769,278,6,129,54,47,14,0
492,204,36,1,17,9,4,1,0
4920,2541,413,15,216,91,66,18,1
4921,716,126,9,67,19,21,2,1
4922,881,146,6,65,38,22,10,2
4923,431,68,3,31,11,11,1,1
4924,104,16,1,7,5,3,1,0
4925,1160,189,9,92,42,35,12,2
4926,370,60,3,27,13,10,2,0
4927,3172,499,18,244,113,82,26,2
4928,2504,387,20,172,52,79,13,0
4929,357,56,5,27,10,9,1,0
493,903,142,7,65,30,26,5,0
4930,1261,208,13,110,48,33,7,0
4931,1440,223,14,101,54,45,13,0
4932,1748,269,15,129,55,45,9,0
4933,525,86,5,42,21,10,3,2
4934,715,126,5,58,24,28,6,1
4935,602,95,4,46,17,17,1,0
4936,2183,357,13,189,60,43,5,0
4937,2552,371,17,188,79,58,14,3
4938,64,10,1,5,3,1,1,0
4939,5581,749,2,372,159,139,25,3
494,638,96,6,46,20,17,3,0
4940,1639,264,12,117,48,34,10,1
4941,1395,207,12,89,49,45,13,1
4942,318,48,2,28,9,9,1,0
4943,305,49,2,23,14,8,1,0
4944,287,45,2,21,6,12,1,0
4945,179,29,2,10,7,6,3,1
4946,1372,220,12,97,37,51,7,0
4947,1106,178,7,85,49,27,9,2
4948,2252,337,17,150,82,57,15,0
4949,1231,195,6,95,40,33,10,1
495,1077,173,11,82,35,33,7,2
4950,119,19,1,8,7,2,1,0
4951,1205,192,12,83,44,43,12,0
4952,2893,525,35,236,90,68,12,0
4953,3521,554,28,254,121,95,24,2
4954,822,132,5,64,21,15,10,0
4955,16,3,1,3,0,0,0,0
4956,528,80,5,42,14,11,0,0
4957,634,96,4,47,24,14,1,0
4958,1343,230,9,113,46,28,8,1
4959,1220,201,9,95,46,30,8,3
496,1622,253,11,134,45,49,10,1
4960,4323,659,25,322,124,113,55,1
4961,233,35,2,18,4,8,0,0
4962,822,132,5,64,21,15,10,0
4963,4792,749,12,383,123,128,57,1
4964,895,137,10,55,29,26,6,1
4965,2596,440,9,186,83,97,50,1
4966,1178,203,21,96,41,27,9,1
4967,1831,297,18,135,49,53,14,6
4968,2524,411,17,213,90,67,19,1
4969,31,5,1,3,1,1,0,0
497,362,60,4,27,15,13,2,0
4970,1444,233,16,132,48,38,6,0
4971,454,71,4,37,21,10,0,0
4972,170,22,1,10,3,8,0,0
4973,1901,296,15,164,57,33,14,0
4974,1400,249,9,102,37,41,6,2
4975,3755,632,26,324,123,108,26,2
4976,33,6,1,4,1,1,0,0
4977,1185,173,10,86,37,41,5,0
4978,2152,335,18,164,67,63,16,2
4979,1048,161,10,76,34,28,10,5
498,591,80,2,43,14,14,5,0
4980,1538,292,2,124,65,55,28,2
4981,114,22,1,10,7,2,2,0
4982,1124,178,8,91,27,37,6,1
4983,118,19,3,11,5,2,0,0
4984,2433,385,14,183,83,70,10,5
4985,1603,256,18,123,45,46,18,0
4986,1124,178,8,91,27,37,6,1
4987,3883,623,29,279,122,111,28,3
4988,1820,282,11,137,64,50,15,2
4989,3436,573,23,261,123,103,25,6
499,904,147,8,86,30,13,3,0
4990,1708,268,11,144,29,36,4,2
4991,1449,224,5,89,34,55,3,1
4992,869,132,9,54,34,25,6,0
4993,44,8,1,4,1,2,0,0
4994,287,45,2,21,6,12,1,0
4996,400,67,4,34,13,7,2,1
4997,1097,198,10,87,41,34,10,6
4998,2759,422,19,220,85,74,17,0
4999,1411,220,12,101,40,45,15,0
5,1936,324,18,140,70,63,24,0
50,2608,445,17,207,93,65,18,2
500,120,20,1,9,4,4,1,0
5000,104,16,1,7,5,3,1,0
5001,454,71,4,37,21,10,0,0
5002,2079,332,12,145,68,65,19,0
5003,1064,184,14,83,44,27,10,0
5004,107,18,1,10,7,1,0,0
5005,392,69,5,37,10,14,0,0
5006,1178,203,21,96,41,27,9,1
5007,3239,502,24,235,119,89,19,2
5008,2662,437,14,222,94,73,20,1
5009,2204,353,25,161,78,58,13,0
501,809,131,5,58,25,32,9,0
5010,396,64,4,32,9,14,0,0
5011,3032,474,4,250,85,80,17,1
5012,55,8,1,6,1,1,0,0
5013,495,88,5,48,17,16,3,0
5014,367,58,4,23,13,10,2,0
5015,170,22,1,10,3,8,0,0
5016,1431,222,5,100,37,38,7,1
5017,1963,286,10,142,58,68,3,3
5018,1160,189,9,92,42,35,12,2
5019,3239,502,24,235,119,89,19,2
502,2526,388,25,194,80,76,18,0
5020,180,28,2,12,9,3,1,0
5021,8,1,1,1,0,0,0,0
5022,2533,405,20,205,81,72,12,8
5023,379,68,6,26,17,11,4,0
5024,1064,164,5,67,47,19,16,0
5025,2095,349,17,154,71,68,24,3
5026,1544,249,10,121,57,42,13,2
5027,970,165,11,74,27,35,3,0
5028,2193,340,17,166,77,48,21,3
5029,2776,436,16,196,83,90,19,8
503,2935,503,32,225,98,78,19,4
5030,2814,438,11,211,79,68,19,0
5031,1400,249,9,102,37,41,6,2
5032,383,67,4,25,11,18,3,0
5033,501,71,4,40,14,8,0,3
5034,2085,333,11,168,67,55,15,2
5035,1151,196,11,82,48,33,14,1
5036,2653,430,13,196,94,75,31,1
5037,1287,209,7,91,53,37,11,1
5038,495,88,5,48,17,16,3,0
5039,970,165,11,74,27,35,3,0
504,50,9,1,5,1,2,0,1
5040,2125,329,15,154,67,57,16,3
5042,1286,220,10,114,40,43,5,2
5043,533,87,4,38,19,9,2,0
5044,223,38,1,16,8,6,1,0
5045,230,35,2,18,7,6,0,1
5046,318,48,2,28,9,9,1,0
5047,1876,296,15,145,55,61,9,3
5048,1231,210,9,91,55,28,10,2
5049,351,55,2,24,8,16,3,0
505,1910,311,9,142,62,70,16,0
5050,746,113,9,56,17,12,3,0
5051,573,87,4,43,22,13,3,0
5052,1341,188,9,91,40,39,8,0
5053,1160,189,9,92,42,35,12,2
5054,355,57,3,31,12,9,0,0
5055,895,137,10,55,29,26,6,1
5056,2126,352,21,162,75,58,16,0
5057,1286,202,1,84,40,48,7,0
5058,3527,561,28,283,108,109,23,2
5059,2836,415,21,203,100,73,19,0
506,1996,285,13,139,64,42,14,0
5060,2102,337,18,161,64,68,9,3
5061,2193,340,17,166,77,48,21,3
5062,7437,1136,35,511,259,216,68,3
5063,915,145,6,74,29,26,9,0
5064,1507,236,11,106,45,48,12,0
5065,7598,1227,36,530,285,203,85,13
5066,706,99,2,58,22,10,3,0
5067,1418,226,13,110,49,41,8,0
5068,2663,396,12,186,99,66,21,2
5069,628,109,6,48,16,20,6,0
507,67,10,2,5,4,1,0,0
5070,32,5,1,2,0,3,0,0
5071,2305,377,19,175,60,79,20,2
5072,3954,651,15,310,154,102,39,1
5073,501,71,4,40,14,8,0,3
5074,438,75,4,42,16,10,3,3
5075,2524,411,17,213,90,67,19,1
5076,1160,189,9,92,42,35,12,2
5077,556,87,4,41,18,16,5,0
5078,1363,223,9,90,52,33,13,1
5079,1866,272,14,116,56,68,14,8
508,358,57,1,24,11,11,5,0
5080,1820,294,15,130,77,46,12,2
5081,2169,347,13,169,68,69,19,0
5082,471,72,5,36,11,16,0,0
5083,241,35,2,14,11,4,3,0
5084,5000,875,22,400,140,127,47,0
5085,1204,197,8,88,38,44,7,1
5086,1586,239,10,126,49,39,12,0
5087,1356,206,10,93,46,41,10,1
5088,1724,272,7,138,45,47,8,1
5089,1503,265,8,120,67,46,23,0
509,589,91,4,44,17,23,1,1
5090,1448,227,13,107,47,45,15,3
5091,968,162,8,87,33,20,3,0
5092,1479,216,12,109,46,31,11,6
5093,225,39,3,25,4,6,1,0
5094,528,81,6,42,12,12,5,0
5095,565,99,4,52,21,21,3,0
5096,748,119,7,63,22,25,2,0
5097,3327,525,19,259,121,85,25,3
5098,1307,214,10,107,51,33,6,4
5099,1351,192,11,96,43,31,11,2
51,2933,452,23,229,94,86,20,0
510,11686,1719,41,742,353,303,69,3
5100,1484,217,15,107,55,38,8,2
5101,984,154,11,81,28,28,9,2
5102,3180,496,18,260,96,87,14,0
5103,614,90,1,45,25,15,3,0
5104,1831,286,11,147,58,52,15,1
5105,4527,710,31,339,164,118,35,4
5106,726,108,10,61,20,22,3,0
5107,1942,292,13,156,58,49,12,2
5108,987,164,8,92,36,24,5,0
5109,1494,237,15,100,50,46,8,5
511,751,129,2,61,24,20,4,0
5110,445,70,5,32,18,10,2,1
5111,3994,637,3,309,108,113,28,0
5112,1639,264,12,117,48,34,10,1
5113,2305,377,19,175,60,79,20,2
5114,3755,573,20,273,142,97,27,2
5115,4527,710,31,339,164,118,35,4
5116,431,69,3,33,13,9,4,0
5117,3259,483,23,236,105,105,21,0
5118,1586,239,10,126,49,39,12,0
5119,789,111,8,59,18,24,2,0
512,1401,223,8,101,41,52,14,0
5120,1297,209,12,103,47,22,10,0
5121,96,12,1,8,3,0,1,0
5122,1398,227,14,103,47,41,11,3
5123,642,101,4,42,25,18,7,0
5124,3751,564,27,269,112,117,30,5
5125,1201,168,9,81,35,29,11,0
5126,1220,201,9,95,46,30,8,3
5127,1317,209,10,108,29,31,7,1
5128,5081,794,41,355,173,158,38,5
5129,1698,263,14,116,55,60,11,0
513,1114,171,10,87,31,27,6,0
5130,1205,192,12,83,44,43,12,0
5131,1062,178,2,95,31,36,4,3
5132,868,132,6,62,32,26,9,0
5133,1655,252,10,125,59,47,10,1
5134,4323,659,25,322,124,113,55,1
5135,1343,230,9,113,46,28,8,1
5136,3291,528,18,271,125,66,28,1
5137,2455,399,17,206,89,64,19,1
5138,2065,339,18,166,64,57,21,1
5139,193,31,2,17,3,5,1,1
514,170,22,1,10,3,8,0,0
5140,34,5,1,3,0,2,0,0
5141,573,92,4,44,22,16,6,0
5142,1874,293,19,151,59,49,13,1
5143,2750,428,17,224,83,74,13,0
5144,307,50,5,22,7,8,5,0
5145,553,79,1,36,11,18,2,0
5146,3141,524,22,275,96,86,17,5
5147,1831,286,11,147,58,52,15,1
5148,107,18,1,10,7,1,0,0
5149,1711,282,15,120,56,59,15,4
515,470,77,6,32,14,15,7,1
5150,1160,189,9,92,42,35,12,2
5151,3527,561,28,283,108,109,23,2
5152,1826,276,15,114,75,57,9,0
5153,1152,184,16,89,46,30,7,1
5154,2104,316,12,151,58,73,16,3
5155,241,35,2,14,11,4,3,0
5156,6225,915,65,444,196,160,39,0
5157,1741,269,17,143,53,42,13,1
5158,713,123,10,48,27,18,12,1
5159,445,70,5,32,18,10,2,1
516,1655,265,12,112,54,53,13,1
5160,748,119,7,63,22,25,2,0
5161,3648,537,21,253,134,76,24,2
5162,32,6,1,3,2,1,0,0
5163,2759,422,19,220,85,74,17,0
5164,3679,553,5,273,130,89,41,0
5165,1419,226,8,93,42,38,14,6
5166,2095,349,17,154,71,68,24,3
5167,793,117,4,70,22,15,3,1
5168,625,94,8,44,24,16,5,0
5169,90,12,1,7,2,3,0,0
517,263,39,2,25,5,9,0,0
5170,1206,180,12,78,38,35,13,4
5171,32,6,1,3,2,1,0,0
5172,889,145,5,71,36,17,6,1
5173,1418,226,13,110,49,41,8,0
5174,1448,227,13,107,47,45,15,3
5175,1724,272,7,138,45,47,8,1
5176,453,73,13,39,13,11,3,2
5177,533,87,4,38,19,9,2,0
5178,2397,418,12,195,81,89,24,0
5179,6188,946,40,389,221,205,91,1
518,2250,335,10,170,55,62,13,1
5180,1444,217,1,100,39,56,7,0
5181,137,23,2,15,1,6,0,0
5182,2647,400,17,199,85,75,19,5
5183,4281,624,25,306,129,125,38,2
5184,55,8,1,6,1,1,0,0
5185,2345,354,17,177,69,72,14,0
5186,1317,209,10,108,29,31,7,1
5187,1440,223,14,101,54,45,13,0
5188,901,136,9,72,29,21,4,3
5189,1062,178,9,82,32,31,10,0
519,171,30,2,11,8,7,2,0
5190,901,136,9,72,29,21,4,3
5191,3355,532,33,274,111,94,14,7
5192,106,17,2,10,4,2,0,0
5193,111,18,1,10,1,5,0,0
5194,1991,318,14,135,62,69,22,1
5196,762,123,7,56,26,17,9,1
5197,1029,175,15,85,37,32,8,2
5198,1445,231,12,107,55,33,15,0
5199,106,17,2,10,4,2,0,0
52,1314,224,4,108,35,42,12,0
520,191,31,10,19,4,7,1,0
5200,2447,383,14,182,82,71,10,5
5201,214,32,2,17,4,7,3,0
5202,2125,329,15,154,67,57,16,3
5203,951,162,7,82,36,30,8,2
5204,895,137,10,55,29,26,6,1
5205,1704,276,5,122,67,47,18,1
5206,3495,567,18,259,122,103,33,3
5207,525,86,5,42,21,10,3,2
5209,980,147,6,72,26,29,4,0
521,3428,537,16,263,108,111,21,1
5210,1051,164,10,74,23,28,7,0
5211,204,31,1,11,6,9,1,1
5212,3133,481,16,215,106,99,23,1
5213,2079,332,12,145,68,65,19,0
5214,414,65,11,28,13,9,3,2
5215,1075,157,8,66,29,29,7,0
5216,642,101,4,42,25,18,7,0
5217,525,86,5,42,21,10,3,2
5218,1307,214,10,107,51,33,6,4
5219,2270,351,15,152,85,60,18,1
522,2673,446,21,194,98,80,29,2
5220,431,69,3,33,13,9,4,0
5221,1354,213,11,95,42,56,8,0
5222,771,118,11,66,25,19,4,0
5223,100,18,1,9,5,1,0,0
5224,970,165,11,74,27,35,3,0
5225,1444,233,16,132,48,38,6,0
5226,1381,219,8,92,40,44,16,0
5227,90,12,1,7,2,3,0,0
5228,659,102,6,47,18,19,4,2
5229,2095,349,17,154,71,68,24,3
523,900,163,1,78,26,29,7,0
5230,3757,573,23,270,140,98,28,0
5231,1741,269,17,143,53,42,13,1
5232,969,155,9,73,26,31,8,0
5233,1365,220,13,93,53,33,10,0
5234,1369,220,3,99,41,40,8,3
5235,3180,496,18,260,96,87,14,0
5236,635,107,3,58,21,18,3,0
5237,4527,710,31,339,164,118,35,4
5238,2489,388,22,190,83,57,17,1
5239,977,161,9,66,20,50,6,0
524,661,110,7,57,18,19,3,1
5240,305,49,2,23,14,8,1,0
5241,2455,399,17,206,89,64,19,1
5242,2437,421,26,190,83,83,14,0
5243,2237,407,17,169,77,78,29,2
5244,951,162,7,82,36,30,8,2
5245,1431,222,5,100,37,38,7,1
5246,7598,1227,36,530,285,203,85,13
5247,3413,518,26,229,107,116,26,17
5248,2615,448,20,235,88,66,17,0
